ko,GK1_b,ADP90
4.848112596198916,0.3360945223532617,444.0
4.179487282410264,0.6382057755567134,427.0
3.2682588044553995,0.4848715206831694,462.0
3.155421795323491,0.3975308295406401,476.0
4.307003142312169,0.5259622422367335,433.0
4.728405645117164,0.44834102920144797,432.0
3.8248091842979193,0.6762740101598204,431.0
3.946463381871581,0.41589905051887033,451.0
4.6057905908674,0.6559171951629221,418.0
4.437410311773419,0.3685724161110818,447.0
3.025945918634534,0.5083092930957676,467.0
3.397480407729745,0.6205535863421858,446.0
4.049304822459817,0.45591387015432117,445.0
4.97046217136085,0.5685726709276437,418.0
3.5671128313988447,0.30365178374424573,478.0
3.577663965523243,0.6169249747775496,441.0
4.979487545788288,0.4579943375691772,427.0
4.055919345468283,0.5660109901338817,434.0
3.402568932622671,0.30776160868778824,482.0
3.017271224409342,0.42006731395423413,479.0
4.426599029451609,0.6533195375777782,421.0
4.600991293787956,0.3706888603173196,443.0
3.939528211951256,0.50462224303931,442.0
3.8199647963047028,0.38756135608330367,458.0
4.721546977758408,0.5343595870167017,425.0
4.298221904784441,0.43964521030038595,441.0
3.1446265168488026,0.6865419577382506,448.0
3.2749498300254345,0.5992326503679157,451.0
4.184530716389418,0.32733874213322994,458.0
4.858679734170437,0.6466630816556513,414.0
3.6974499449133873,0.47486759326159955,451.0
3.625859461724758,0.5399896273262799,446.0
4.786715053021908,0.3866066895723343,438.0
4.240373652428389,0.6871951156273485,422.0
3.3314111046493053,0.4343106110982597,466.0
3.2175670452415943,0.347006467063725,482.0
4.370788712054491,0.5748906699649989,428.0
4.664108902215958,0.49891411025002597,429.0
3.7631445825099945,0.6272968400657177,436.0
3.883555218577385,0.46683761603161694,447.0
4.544660076498985,0.606525810135901,422.0
4.498075429350138,0.31768256916999815,453.0
3.089349988847971,0.5576519357569516,460.0
3.4598774276673794,0.6699571413457395,440.0
4.112869139760733,0.404987476105243,449.0
4.906432457268238,0.5192178344957531,423.0
3.505211718380451,0.3545294354274869,471.0
3.549359345808625,0.44671683217883107,458.0
4.8983866814523935,0.6749985420413316,411.0
4.066705925390124,0.39939714269563553,450.0
3.4699378442019224,0.5273854141786695,452.0
3.1060940232127905,0.6396759632997215,453.0
4.447120746597648,0.4866904373303056,434.0
4.525780292227864,0.5877021772146225,424.0
3.9366447050124407,0.3344233095295727,462.0
3.807284342125058,0.5698542199447751,440.0
4.65607194788754,0.3052698760740459,451.0
4.324636226519942,0.6191243126817048,425.0
3.227617686614394,0.45405363492369655,467.0
3.3481448870152235,0.36675958036258816,474.0
4.189430175349116,0.5068330006599426,437.0
4.767844567075372,0.4175641616240144,435.0
3.6789406035095453,0.6571513446979225,436.0
3.7479750011116266,0.319967197291553,469.0
4.836505005136132,0.5536016014538705,421.0
4.135898230597377,0.4705955794192851,441.0
3.295231042429805,0.6041437329739332,450.0
3.1599330957978964,0.5168487028516829,462.0
4.256578152999282,0.35830034135878086,452.0
4.7080089915543795,0.6658938644990325,415.0
3.8598390091210604,0.4072591587089002,454.0
3.9900468308478594,0.698945635816455,427.0
4.578823955729604,0.42744609371200204,437.0
4.377972027286887,0.5471465394221247,430.0
3.037547906860709,0.3749536422178149,485.0
3.41787145845592,0.4872496402047575,457.0
4.014280600473285,0.6344423324450851,430.0
4.965956473723054,0.34015336939394475,442.0
3.617532217875123,0.5866526128448546,443.0
3.6027424540370703,0.3283604699216783,472.0
4.949511488899589,0.5935722602173686,416.0
4.031191321089864,0.4801351059049368,442.0
3.432164939120412,0.6460402513004839,443.0
3.053825283423066,0.5337946954756976,464.0
4.392959916964173,0.39278925142660737,445.0
4.5643013548105955,0.6809150459907949,417.0
3.973273677751422,0.4406030507311225,448.0
